category;position;description
Devops;Dev Ops Engineer;b'Dev Ops Engineer - Wroclaw, Poland  Eagle Investment Systems is currently seeking an experienced developer to join our growing Cloud Engineering team. The individual will have the skills and experience to work closely with several teams across a vast array of business and technical verticals. We are looking for a well-rounded professional with a passion for emerging technologies.  Responsibilities: Gain proficiency with current Eagle software stack, including automation, orchestration and applications , and proactively improve them Drive enhancements throughout full life cycle from concept to final implementation Assist in the creation and enhancement of coding standards and development best practices Participate and provide insight in the development of future Enterprise solutions Design, build, deploy and support tools and platforms within the Eagle Cloud Platform Qualifications Strong proficiency with Linux/Unix OS, including system design and troubleshooting Strong proficiency in Java Excellent communication skills (written and verbal) Open to being challenged and willing to continuously learn and improve Excellent technical and analytical skills Good Computer Science fundamentals (i.e. design patterns, data structures, etc.) Experience working in an Agile/Scrum development process Experience with Relational Databases (Oracle, MySQL) and NoSQL Databases (MongoDB) Experience with automation and configuration management tools - puppet, ansible, saltstack, chef A solid understanding of networking and core Internet protocols (e.g. TCP/IP, DNS, SMTP, HTTP, and distributed networks). Experience writing automation test code and scripting (Python, Perl, Shell , etc.) Understanding of REST APIs Experience with any of the following tools a plus: GIT, TFS, Jira, Service Now, Jasmine, Jenkins Comfortable working in a collaborative team and technology community Financial industry experience combined with software industry experience is a plus Demonstrated track record of contributing successfully to the delivery of large and visible, high quality projects Ability to work and communicate effectively with remote teams Must possess degree educated in a science discipline and must be genuinely interested in the core technologies that underpin modern software development (Computer Science/Computer Engineering degree preferred). Please send us your resume and a brief cover letter describing your strengths and why you think you\xe2\x80\x99d be a good fit for our team to careers@eagleinvsys.com.'
Other;Application Developer Engineer;b'Infusion joins Avanade  In 2017 Avanade acquired Infusion, a global software engineering, design and digital strategy firm that delivers digital business transformation for the enterprise. The acquisition expands Avanade\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s capabilities to deliver digital transformation services and reinforces its position as the leading digital innovator in the Microsoft ecosystem. Infusion\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s dedicated people, unique blend of smart software engineering, design and strategy, expertise, service, flexibility and quality solutions combine with Avanade\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s offerings, strength, scale and international footprint to provide clients with a more expansive innovation portfolio.  About Avanade  Avanade is the leading provider of innovative digital and cloud services, business solutions and design-led experiences delivered through the power of people and the Microsoft ecosystem. Our professionals bring bold, fresh thinking combined with technology, business and industry expertise to help fuel transformation and growth for our clients and their customers. Avanade has 30,000 digitally connected people across 24 countries, bringing clients the best thinking through a collaborative culture that honors diversity and reflects the communities in which we operate. Majority owned by Accenture, Avanade was founded in 2000 by Accenture LLP and Microsoft Corporation. Learn more at www.avanade.com. KEY RESPONSIBILITIES As the IMM IT BAU Developer / Support Engineer you will join a large, distributed team. Your responsibilities will include, but not only: Providing live assistance for the production workflow by investigating/resolving issues once escalated by PTG (involves an early start rota) Escalating issues to the infrastructure team if needed Escalating issues to the dev team if resolution involves code review / debugging Producing reporting emails (e.g. OLA tracker and trade count analysis) Reruns of production workflow in case of critical failures Ensuring that any production issue is logged, investigated and resolved to limit the chances of it happening again (BAU book of work) Ensuring that any analysis / queries from other IT teams or business stakeholders are addressed (e.g. CVA pricer) Testing and applying configuration changes Making configuration changes as and when required by business stakeholders Making changes to the environment to ensure optimal running Working with the Quants to make changes to Pricing Rules, Valuation Rules, adding trade types Coordinating the release of these items (emergency or planned releases) Providing PTG with training / documentation to help them increase the scope of known issues they can cover by themselves or to help them improve the monitoring process Developing tools to help automate the BAU activities as well as provide PTG with the tools to help thein in their monitoring (spreadsheets or C# tools to automate manual work) Running tests related to performance and regulatory capital impact (Impact Assessment ) Running tests related to performance (e.g. impact of adding a new counterparty, DMCF updates) Configuring, executing and monitoring batch runs during the day Using advanced knowledge of the workflow to suggest improvements to optimize performance ESSENTIAL SKILLS & QUALIFICATIONS: Good communication skills, including the ability to actively listen and interpret Written communication skills \xe2\x80\x93 clear, understandable and unambiguous documentation and emails are a part of the role Good analytic / problem solving skills Ability to work under pressure / tight deadlines Technical background and understanding of software development life cycle SQL knowledge (for reporting queries) XML knowledge DESIRED SKILLS: At least basic programming skills \xe2\x80\x93 mainly C#, will be useful to understand where the changes need to be applied and how to do them (even though it will also come with experience and knowledge of the system) Financial / investment banking experience'
Other;Build Manager;b'Daily activities: You will be responsible for compiling source code into binary code process automation in cutting edge RF SW projects. On daily basis, you will be cooperating with system architects and other stakeholders involved in a SW project. We work with: CMake Linux Yocto/Bitbake JIRA Version control and code review systems Python/Bash Continuous integration systems  Master\xe2\x80\x99s or Bachelor\xe2\x80\x99s degree in Engineering, Telecommunications, Computer Science or Software Technology or equivalent education experience in software configuration management analytical skills effective teamwork skills good communication in English (both written and spoken)'
Full stack;Developer;b'We are looking for Application Developer in the STS Pricing/Quoting IT team that will be responsible for developing new applications and extending existing applications towards our strategic architecture. You will pick up all tasks related with entire lifecycle of product development, i.e. contact with business partners, gathering requirements and analysis, design of architecture, implementation, design and write different types of tests, packaging, deployment, support and maintenance software in production, know and understand Agile methodology and its tools. You will develop new applications in the area of trade processing, pricing, quoting, risk management and lifecycle management applications. Automated build, packaging and deployment process for production deployments. You will make research and develop cross-asset platform based on our strategic trading processing, pricing and risk management system. Additional duties and responsibilities: You will work closely with business partners on the analysis, design and development of new features.  Open to discussing flexible/agile working. Essentials Skills and Qualifications: You are experienced in C#, .NET, HTML5, JS, ReactJS, HTTP, sockets, MS SQL, Owin You have a good understanding of multithreaded, asynchronous, object oriented programming, design patterns, micro-services, web services You are familiar with automatic testing, git, svn You feel comfortable with Windows, Linux (basic) You have an experience with Devop tools (metrics gathering, monitoring, etc) We are searching for an enthusiastic person that is willing to help the team to push more changes to our business partners in the same quality as right now. This role covers a lot of areas and requires specific skillset. Tasks go through whole lifecycle of application from start to deployment  For more information visit Technology Careers. If you apply for this role this means you agree with the following statement:  \xe2\x80\x9cThrough my application for a role with Credit Suisse (Poland) sp. z.o.o. (the Company) I hereby authorize the Company to process my personal data for the purposes of job recruitment. Furthermore I declare that I am aware of the voluntary submission of data and I am informed about the right to access the data and the right to correct it, pursuant to the Personal Data Protection Act of 29 August 1997 (Journal of Laws [Dz.U] No. 133, item 883)\xe2\x80\x9d. I authorize Company to process my personal data for future recruitment processes.  Furthermore, I authorize Credit Suisse Group AG and its\xe2\x80\x99 affiliates, Taleo (UK) Limited, cut-e AG Kleiner Burstah 12 and milch & zucker The Marketing & Software Company AG to process my personal data.  Credit Suisse and affiliates registration details.-  Credit Suisse (Poland) sp. z.o.o Registered office - 1 Icchoka Lejba Pereca street, 00 - 849 Warsaw Credit Suisse Group AG Registered office - Paradeplatz 8, 8001 Zurich, Switzerland and its\xe2\x80\x99 affiliates Taleo (UK) Limited Registered office - 78-586 Chiswick High Road, London W4 5RP, United Kingdom, Cut-e AG Kleiner Burstah 12 Registered office - 20457 Hamburg, Germany and Milch & Zucker The Marketing & Software Company AG Registered office - K\xc3\xbcchlerstra\xc3\x9fe 1, 61231 Bad Nauheim \xe2\x80\x9c'
Backend;(Senior) Quant Strats CoreStrats Developer;b'The Quant Strats CoreStrats team is responsible for designing and delivering low level analytics, for infrastructure and tooling used for building, testing and releasing the firm wide analytics and financial library and for developing desktop tools, services and market building libraries. Our main programming language is F#, used to build complex desktop applications (hundreds of msbuild projects), low latency services and development tools. We also use quite extensively C# and C , we do not shy away from powershell and msbuild, depending on the particular use case. Each developer in CoreStrats is typically involved in the software process from beginning to end, from gathering requirements through to design, development and testing and then deployment and production rollout. You will have many opportunities to work on meaningful projects and make significant contributions to these important initiatives in Quant Strats. What else do we offer? Freedom to design features in cooperation with rest of the team and influence architecture of the overall application. Agile environment using tools such as Jira, TeamCity and Crucible. Extensive set of internal trainings, on topics ranging from F# programming language to financial products. Classroom trainings focusing on soft skills. The Quant Strats group is directly aligned with \xe2\x80\x9cfront office\xe2\x80\x9d businesses and our tools and services are used by traders globally. This role involves working with exceptional world class individuals in a dynamic global environment. It involves regular and frequent interaction across the wider modelling group, in addition to working with multiple IT groups across the bank. It requires excellent interpersonal skills and the ability to work independently. Quantitative strategies (QS) The QS group is responsible for producing state-of-the-art pricing, trading and risk management models for Credit Suisse. These models are used across a range of business. QS operates globally with 170 members located in New York, London, Wroclaw, Warsaw, Zurich, Sao Paulo, Hong Kong and Singapore. Core Strats The goal of this team is to build a partnership with the QS Modelers to ensure that QS models are delivered to the firm in the most efficient manner. The QS Core Strats team focuses on mapping out the technology strategy for the group, developing advanced tools to automate and bring efficiency to the group\xe2\x80\x99s development & testing environment, building core analytics, development of state-of-the-art pricing and risk infrastructure, designing innovative tools for rapid model deployment and producing complex components for high performance computing applications. Open to discussing flexible/agile working. Key requirements for the role are: Detailed hands-on knowledge of the .NET platform, C# or F# languages, knowledge of related design patterns/paradigms. Practical knowledge of good software practices \xe2\x80\x93 automated tests, continuous integration, agile methodologies. Ability to work and communicate effectively as a part of a team spread across a range of geographical locations. Undergraduate degree with honors in a quantitative field such as Mathematics, Computer Science, Engineering or Physics, or equivalent level commercial experience. Good organizational and analytical skills and the ability to work on multiple projects simultaneously. Good level of numeracy and the ability to understand and implement concepts. The ability to communicate effectively in English. The following will be advantageous: Experience with some of: WPF, web services, low latency applications, web development. Experience in designing and implementing scalable middle tier services. Knowledge of the functional programming paradigm or functional languages such as Haskell or Scala. Experience in the financial sector. Familiarity with Windows OS and related technologies, in particular COM, MSI, SxS, MSBuild. Our benefits Private medical care Life insurance Pension plan Charity days Training and development Internal Mobility Other optional Language training course Mentoring Family \xe2\x80\x93 nursery and kindergarten funding, gift vouchers for Christmas Parking allowance Health promotion: Multisport card, sporting events and groups within Credit Suisse (skiing trips, football team, running team, tennis training course etc.) Employee discounts on various products and services (event tickets, consumer products, etc.) Relocation package Employee Referral Program Flexible work schedule and working from home (home office)  If you apply for this role this means you agree with the following statement: \xe2\x80\x9cThrough my application for a role with Credit Suisse (Poland) sp. z.o.o. (the Company) I hereby authorize the Company to process my personal data for the purposes of job recruitment. Furthermore I declare that I am aware of the voluntary submission of data and I am informed about the right to access the data and the right to correct it, pursuant to the Personal Data Protection Act of 29 August 1997 (Journal of Laws [Dz.U] No. 133, item 883)\xe2\x80\x9d. I authorize Company to process my personal data for future recruitment processes. Furthermore, I authorize Credit Suisse Group AG and its\xe2\x80\x99 affiliates, Taleo (UK) Limited, cut-e AG Kleiner Burstah 12 and milch & zucker The Marketing & Software Company AG to process my personal data. Credit Suisse and affiliates registration details.- Credit Suisse (Poland) sp. z.o.o Registered office \xe2\x80\x93 1 Icchoka Lejba Pereca Street, 00-849 Warsaw Credit Suisse Group AG Registered office - Paradeplatz 8, 8001 Zurich, Switzerland and its\xe2\x80\x99 affiliates Taleo (UK) Limited Registered office - 78-586 Chiswick High Road, London W4 5RP, United Kingdom, Cut-e AG Kleiner Burstah 12 Registered office - 20457 Hamburg, Germany and Milch & Zucker The Marketing & Software Company AG Registered office - K\xc3\xbcchlerstra\xc3\x9fe 1, 61231 Bad Nauheim\xe2\x80\x9d'
Business Analyst;Business Analyst;b'We are Unit4, a leading provider of enterprise applications empowering people in service organizations. We are on a mission, because we no longer accept the digital downgrade that people experience when they swap their personal devices with the business ones. We create business software that works the way people want, not the other way around.  As a growing company, we are continuosly seeeking for the best talent, and therefore hiring people like you.  Would you like to be a Business Analyst?  You will design systems, translate market requirements into solid design specifications and assist both Software Engineers and Test Analysts with interpreting those requirements. Always working together with the Lead Business Analyst and the Architects (Product Owners).  Do you want to discover hidden improvements in our data? Are you the liaison between Software Engineers, Test Analysts and Architects and are you ready to work with colleagues across Europe and be exposed to different cultures? Join our team and apply now!  What you will do You will deliver the right functionality, by owning the functional and technical designs, in partnership with the Software Engineers and Test Analysts. You will be the technical design gatekeeper by designing, reviewing, gathering feedback from the Lead Business Analyst and the Architects (Product Owners) in addition to overseeing implementation of end-to-end functional solution. You will review existing designs for gaps and develop improvement plans based on your initial experiences. You will make others great by effectively and iteratively communicating product priorities and requirements and explaining dependencies. Be the internal voice of the end-customer and partner for the Development Team. Your approach  As a Business Analyst you are passionate about by solving hard customer and technical problems in the most elegant ways. You are responsible for the search for the missing piece of the puzzle. You work well with others and by yourself, and always strive to become better. You have a high degree of initiative and you are always looking for the best user experience for the customer.  We ask MSC or MA degree in Engineering, Experience as a Business Analyst, Developer or Designer (developer background is preferred), ERP software experience is preferred, Agile/lean work experience is preferred. We offer A chance to participate in the development of great business software solutions, Stable employment with an attractive salary, Various benefits such as: private medical care, Multisport, pre-paid lunch cards and many others, Sport and integration events, Working in a challenging international environment, We invest in your personal and professional growth, Enthusiastic colleagues who like to learn from each other. Applying in English \xe2\x80\x93 why?  Unit4 is an international software company with business units all over the world. We cherish our cultural differences and celebrate our common values. English is the common language in our company and therefore we kindly ask you to submit your cv and cover letter in English.'
Project Manager;IT Agile Project Manager;"b'Position  IT Agile Project Manager  Project Description IT Agile Project Manager for RFIT Treasure Barometer project Project goal is to deliver key technical capabilities to increase report frequency from weekly to daily for in-scope entities and scenarios, operationalize of Cash Capital, and remediate manual adjustments  Main objectives are: Align current Barometer risk metric to the new regulatory environment Enable senior management to regularly monitor and manage the bank\'s liquidity Deliver automated reporting on a T+1 basis Implement standardized models, in line with bench-marking, with enhanced granularity and flexibility Scope (Legal Entity / Products / Others) Automation of data sourcing Stress model enchantments Automation of reporting Benefits Satisfy mandatory Basel 3 requirement required by regulators Reduced manual enrichment and faster data availability for the end user Reduced operational risk and increased operational efficiency - alignment to BCBS 239 Principles Enhanced liquidity risk management framework by allowing the capability to identify the vulnerabilities faster and at a more granular level  Responsibilities Assume day-to-day responsibility for ensuring that the project scheduled is adhered. Establish milestones and monitors project progress and raises potential issues to project stakeholders Organize and facilitate release and sprint scoping, scrum of scrums, backlog refinement, reviews and retrospectives. Enables close cooperation across all roles and project teams (IT/Business), moving the team towards self-organization. Identify and Remove impediments and/or guiding the team to remove impediments. Support team and stakeholders to provide transparency on Sprint progress through JIRA Dashboards. Manages team capacity and volatility and provides the estimation of it to stakeholders for release scoping Communicates timeline and monitors progress of integration/UAT/regression testing by stakeholders to ensure they meet their timelines and escalates in case it\'s not happening Escalates ad hoc request on changes in the requirements in case they do not fit in planned release timelines Encourage clear understanding of client objectives and priorities and the alignment of IT deliveries against these requirements within the project team Plan, coordinate and ensure the timely and on-budget delivery of all necessary software deliverables Management of project risks, issues, and dependencies as well as and stakeholder and business client management Progress tracking of tasks and milestones within the projects and dependencies external to the projects Day-to-day hands-on management of one or more projects Deal with unplanned situations, implement responses, and propose changes to minimize impact Management of change requests within the projects Participation in project review boards and project lifecycle quality reviews Proactively reach out to clients and partners to build trusted advisor relationship and achieve business Facilitate communication between a number of teams including Business Change Management, Analysts, Designers and Development Managers \xef\x82\xa7 Status Reporting Coordinate IT status reporting (Working Group level) for all involved stakeholders Influence and align status reporting activities across multiple groups including IT, Change and Line. \xef\x82\xa7 Maintenance of RAID (Risks, Issues, Assumptions, Dependencies) and Action Logs Identification and management of risks and issues Definition of response strategies and mitigation actions \xef\x82\xa7 Financials & Budgets Manage budget/forecast/actuals across the work streams using standard portfolio and project management tools Ensure consistent reporting of budgets/actuals/forecasts Maintain traceability & change control around budgets \xef\x82\xa7 Quality Management Adherence of CS solution delivery policies and quality guidelines within standard solution delivery framework \xef\x82\xa7 Communication: Maintenance of weekly/monthly project status materials and management ""decks"" Maintenance and tracking of budget figures in our project and portfolio management tool Regular communication with global development teams  Skills Required Essentials Skills and Qualifications: Detailed understanding of software delivery project lifecycles (SDLC) Experience in Agile delivery methodologies Proven track record of managing large IT projects - budget, scope, quality & risks with globally distributed teams Strong content leader and problem solver (Project Leader mindset) Experience of communicating directly with and influencing senior stakeholders Excellent written and verbal communications skills Proficient with MS Office, excellent MS Project skills required as well as with JIRA Teamwork & good Communication skills. High degree of flexibility and ""can do"" attitude. Desirable: University degree education ideally with focus on computer science or project management In depth knowledge of Microsoft Project Project Management certification is a plus (PMP, PRINCE2, Scrum Master, etc) Full life cycle experience, using a structured development methodology Knowledge of project management tools & systems Financial Product knowledge Able to operate in politically challenging situations Experience of working in an Investment Bank Experience in managing complex projects Experience of Structured Testing Business analysis skills - working closely with clients to understand requirements Project management education and certificate (CAPM, PMI or IPMA) would be an asset Knowledge of the Credits Domain would be highly desirable Ability to work with very limited level of instruction and supervision. The candidate must understand the front-to-back business process and must be able to solution across multiple business domains. Experience with the implementation of projects across a large and diverse stakeholder base located in multiple geographies.'"
Support;IT Management Support Officer;b'Do you want to join the local Technology management team and help support 1,000+ UBS staff in Poland? We\xe2\x80\x99re looking for someone to provide management support and assistance for our regional management team. Responsibilities are wide-ranging and varied, including: \xef\x80\xad Data gathering and reporting \xef\x80\xad Preparing presentations \xef\x80\xad Providing general administrative support \xef\x80\xad Supporting senior management with ad-hoc tasks \xef\x80\xad Helping to orientate new joiners \xef\x80\xad Facilitating expenses and invoices from suppliers, liaising closely with Finance department. \xef\x80\xad Provisioning IT equipment and peripherals \xef\x80\xad Organising and minuting meetings \xef\x80\xad Organizing visits, town halls, floor walks \xef\x80\xad Being an advisor to the workforce and building a local network of contacts'
Business Intelligence;Advanced Analytics Analyst - Cost Engineering;b'You will be responsible for developing and applying advanced analytics and innovative machine-learning algorithms across large and complex product portfolios to identify technical standardization, opportunities and commercial saving potentials.  You will be using Complexity Management Solution Suite and Portfolio X-Ray which are McKinsey & Company proprietary tools, that generate insights from large product portfolios through advanced analytics and machine-learning algorithms.  You will work jointly with McKinsey clients on adapting their product portfolios in practice, as well as with our Analytics teams and Design-to-Value laboratories to turn data into insights, and insights into action. You will be working on client projects, you will have the opportunity to contribute to our way of working, our knowledge and skills and thus continually expand your expertise.'
Business Analyst;Business Analyst;b'Are you experienced in performing process analysis to deliver process improvement and process re-engineering? Are you able to identify user requirements by working with a number of individuals from IT and business, producing high-level business requirements and liaising with development to take these through to a detailed functional specification? Are you not afraid of analyzing complex information systems and existing business processes?'
Backend;.Net Software Engineer (Fixed Income);b'Are you passionate about bringing systems to life? Do you have a curious nature, always interested in how to innovate? We\xe2\x80\x99re looking for someone like that to help us: develop technical and functional enhancements to our Portfolio Management systems across Asset Management IT work closely with end users to help shape solutions that meet their needs create a technical road map, reducing complexity and improving stability/supportability of the platforms share best practice and look at ways to improve the way we deliver software provide level 3 support as required by the team'
Other;Consultant SAP ABAP developer;b'Volvo Group, Group IT in Wroclaw is looking for candidates for the position: SAP Technology Consultant - ABAP Developer  Assignment description: You will join an international team of professionals, delivering development and maintenance services for various Volvo Group application. We are working in truly global teams with team members located mainly in Wroclaw, Goteborg, Lyon and Bangalore. We are seeking for skilled professionals, interested in innovation and new technologies. Our SAP team in Wroclaw specialises in SAP development, logistics, BW, CRM & HR. We are over 70 functional and technology consultants.  Required competencies  SAP Technology Consultant must have: 6 years of experience in SAP (ABAP/ ABAP Object/ Webdynpro ABAP/ALE) development ABAP OO programming experience more than 3 years Should have participated in several SAP projects (implementation or roll out) Fluent English Soft skills: Customer facing skills Good documentation, presentation and communication skills Proven troubleshooting and problem resolution skills Eager to be part of team and open to improve and learn Comfortable to work with multi-tasks on a daily base Leadership quality and the ability to handle independently What makes us special? Collaborative environment in Swedish organizational culture Responsible and challenging tasks with access to the latest tools and technology Partnership with professionals, identified career paths including global opportunities International projects in company with certain recognition on the market Comprehensive introduction training package with mentor\xe2\x80\x99s support Friendly workplace: modern campus with many facilities \xe2\x80\x93 medical center, restaurant, lunch rooms, sport/leisure area (football, basketball, tennis) We work together with energy, passion and respect for the individual!'
Other;Data Protection Product Manager;"b""Are you interested in Security IT? Are you interested in working in an ever changing environment? Are you interested in looking after and driving forward the systems that help protect UBS's precious data. We\xe2\x80\x99re looking for someone like that who join our team to manage a set of products with the Security IT Data Protection product portfolio, to: Define product roadmaps and strategies and drive continuous improvement and projects the product sets Build relationships with product vendors to understand the roadmaps and work to influence their roadmaps to meet UBS's requirements Provides guidance and direction to IT development teams working on continuous improvements and change for your product set Ensure stable operation of your product, working with support teams on SLA's, and IT development teams on incident resolution Raise risks related to your products and ensure this is raised with your business and risk teams for consideration Work to put processes in place to measure effectiveness of controls introduced by your products"""
Other;Database Developer / Programista Baz Danych (rynek mi�dzynarodowy);b'IF YOU: Know SQL and/or T-SQL Are not afraid of relational database and MS SQL Server C# is not a secret for you Are experienced in processing data working in big databases Know SSIS mechanisms not only by name Know Visual Studio .NET Are creative, responsible and committed Are well organised Know English well (B2) Know of a second foreign language will be an added advantage (Italian, Spanish, German) Are ably to frequent business trips Then you match our requirements! WHAT WE OFFER: Challenging work in dynamic environment with a great team Much space to let you do your work on your own You will not have to depend on the others or google only, you would work with professionals that are willing to help Professional growth \xe2\x80\x93 we are offering workshops, conferences, certificates'
Support;IT Service Desk Analyst;b'Service Desk Analyst will provide first level support for the workspace area to all Credit Suisse employees requesting help. All users use the same desktop infrastructure platform, standard hardware and are part of the same Active Directory domain. A set of tools will be provided to interact with clients via each support channel. Analyst will be trained in operation and administration of the Credit Suisse tools. These include an request/incident management system, knowledge management, remote control tools and software support tools. Service Desk Analyst will be required to become proficient in each of these technologies. She/he needs to show first-class communication and team player skills at all levels, engagement in the daily work, willingness to learn and focus on results. It\xe2\x80\x99s definitely a key factor for Analyst to be motivated to work in international and multicultural environment where the dedication to high quality service is a must. A membership of Global Service Desk Team means being responsible for assigned tasks as well as concentrated on constant improving own and the Team\xe2\x80\x99s skills. Accepts and logs authorized calls by phone, web, mail, or other authorized means Categorizes and prioritizes all incidents and service requests arriving on the Global Service Desk queue, either resolving them directly or re-assigning them to other support teams as required Updates existing incidents and requests records active in the incident management system Understands service levels and executes tasks accordingly Provides internal and external communication of incident/request status, engaging next level support when required Coordinates incident resolution and service request completion with various workgroups Ensures phone coverage in shift patterns Provide all internal clients with a dedicated, positive and efficient service at all times. Adherence to process and procedures to maintain quality and professionalism Cooperate with partners located over the whole globe IT Service Desk skills and qualifications: Bachelor\xe2\x80\x99s degree or equivalent work experience Excellent verbal and written communication skills Contagious enthusiasm fueled by a desire to be best in class Innovative and prepared to try different ideas where this could be beneficial to the environment and our clients Fluent written /spoken English Ability to work under pressure, to keep things simple, patience and creativity, conflict management skills Demonstrate a high level of customer focus and empathy Strong Teamwork and communication / information sharing Willingness to learn and focus on results Client focused and biased in pursuit of business goals and objectives'
Testing;Automation Test Engineer;b'Are you rigorous in putting every application to test before users work with them? Are you an expert in automating test scenarios? We\xe2\x80\x99re looking for someone like that who can help us: \xe2\x80\x93 deliver a large-scale rich internet platform in collaboration with business analysts and software engineers \xe2\x80\x93 create automated web application test suites \xe2\x80\x93 document and control test activities \xe2\x80\x93 present and explain test results to project stakeholders'
Other;Database Specialist;b'Technical Env.: MS SQL-Server 2008 and R2/2012/2014, T-SQL C# .Net Framework 4.5 Markit EDM ( Cadis V. 9.0 Suite) We are looking for a Database Specialist who could transit into Cadis- / Markit EDM implementation specialist role (Credit Suisse will provide the training). You should have strong (preferably financial) data modeling and data integration skills to take on the responsibility of analysis of data sources and their integration for a Cadis / Markit EDM-based data integration solution, consolidating data from both internal as well as external sources. As part of a global team, you will be responsible for analyzing a large number of data sources and their mapping onto a master model, the design and implementation of masters and output structures, implementation of data processing logic with Cadis-/ Markit EDM, GUI implementation using the web client and acceptance testing of the deliveries of the integrated data. Open to discussing flexible/agile working. Required Skills: You have deep knowledge of SQL (preferably T-SQL) You have data modeling and data mapping experience You have SQL Server proficiency You have practical ETL experience You have XML processing and transformation experience You have project experience in the banking industry You have potential to grow in CADIS / Markit EDM Great to have: You are experienced with Cadis/Markit EDM You have experience in analyzing financial instrument data across asset classes You have financial reference and pricing data experience, data integration and data quality management experience You have date warehouses experience You have team leadership experience  For more information visit Technology Careers.'
Backend;.NET VB/C# Senior specialist;"b""Position  .NET VB/C# Senior specialist  Project Description The project builds a strategic access management platform for requesting and approving access to business applications, fulfilment of access requests, as well as handles the on- and offboarding of joiners and leavers. The solution has global scope and users are all the users (150 000+) in the organisation. The solution will manage access to a large number (1000+) of business applications. The solution is live with further enhancement iterations of design and builds in progress. The solution is based on a vendor software solution, Dell/Quest One Identity Manager.  Responsibilities Conduct technical solution research Write code on VB and C# in One Identity Web Designer Communicate closely with IAM Architect, QA and developers Advise colleagues on best practices and share your experience regarding managing the solution This position may also participate in activities such as installing, deploying, configuring, testing and documentation.  Skills Required Must have .NET 4.5 T-SQL (isolation levels, performance) ASP.NET (non-standard framework) 'hacking' skills (no documentation, decompiled sources) Would be a plus Angular 1.2 Active Directory Would be a big plus One Identity Web Designer knowlage"""
Backend;.Net/C# Developer � Financial Solutions;b'When you join Credit Suisse\xe2\x80\x99s Wroclaw Center of Excellence (CoE) as a .Net/C# Developer, you\xe2\x80\x99ll have the perfect platform from which to build first-class .Net/C# expertise \xe2\x80\x93 as well as an exciting career. You\xe2\x80\x99ll do that by developing sophisticated banking system applications for vital areas such as risk and reporting, while handling the functional verification of delivered features. We offer learning opportunities and access to the kind of leading edge technologies that you\xe2\x80\x99ll only find within one of the world\xe2\x80\x99s leading financial services firms.  Credit Suisse is a financial-services company providing innovative financial and advisory services to companies, institutions and high-net-worth clients around the world. Credit Suisse is active in more than 100 countries and employs more than 47,000 people. We are renowned for our expertise and valued for our advice, innovation and execution.  Our two primary businesses \xe2\x80\x94 Private Banking & Wealth Management and Investment Banking\xe2\x80\x94 partner with our Shared Services, Information Technology and Operations teams. Together, they work around the world, around the clock, providing seamless products, services and support to clients and employees.  Located in the heart of Europe, Wroclaw draws a talented work force from more than 145,000 students who attend the city\xe2\x80\x99s 23 institutes of higher education. Indeed, Wroclaw is a strong scientific and cultural center, attracting professionals from all over the country. As the fourth-largest city in Poland, it is a significant communication hub in Central Europe, with transportation infrastructure that connects Wroclaw with the world. Wroclaw offers a vibrant lifestyle against the backdrop of Old World charm. The city has an historic, architecturally stunning city center, combined with contemporary dining and entertainment options.  Because our success depends on a culturally diverse workface, we employ people from more than 100 countries who enjoy the rewards of exchanging information and innovation across a global peer network. We also recognize the importance of personal as well as professional development, and empower our employees to practice a healthy work-life balance.'
Backend;Application Developer;b'Position  Application Developer  Project Description RFX is a strategic multi-product trading system that allows the dealers to negotiate and execute the Bonds and Derivatives trades both manually and using the algorithmic trading engine. The system aggregates most of the US Bond trading platforms and feeds in a single solution, onboard the real-time market data feeds and exposes analytical functions. Being a new platform, it has just passed the POC phase and was rolled out for the initial set of trading systems.  Responsibilities Developing, testing, and releasing the application modules, Constant refactoring and technical improvements of the platform, Working with business analysts and other teams to identify the system requirements, Working with the QA team to ensure high quality outcomes, Planning, testing, and executing the delivery of the business functionality, Implementing prototypes, proof of concepts etc. Next big POC is the Cloud migration.  Skills Required Essentials Skills and Qualifications: Java SE including multithreading (Java 8 preferred), Experience in the communication APIs/patterns (REST, JMS, distributed caching), Strong focus on both delivery and quality, Good communication skills, ability to transform the client wish to a set of requirements, Constant improvement attitude, willingness to suggest and implement change, refactor and improve the existing solution, TDD, Domain Driven Design, strong OO design skills, Desired Skills and Qualifications: BPMN (Camunda or Activity), UNIX/Linux experience including basic scripting, Web UI experience, FIX protocol, Spring stack (core, AOP, boot etc), Few different DB engines (Oracle, Sybase, SQL server, Mongo etc),'
